Customer_ID,Age,Gender,Region,Channel,Product_Category,Monthly_Spend,Clicks,Impressions,Previous_Conversions,Response
100073,46,Male,North,Social Media,D,312.47,4,12,4,No
100074,35,Female,North,Direct Mail,C,372.82,4,7,2,No
100075,43,Female,West,Direct Mail,D,259.2,4,11,1,No
100076,61,Male,East,Social Media,C,358.78,5,4,1,No
100077,51,Female,South,Direct Mail,A,358.39,4,15,2,No
100078,27,Male,North,Social Media,B,277.39,6,8,2,No
100079,53,Female,West,SEO,D,267.77,3,9,4,No
100080,31,Male,South,Direct Mail,B,324.68,0,11,3,No
100081,48,Male,South,SEO,D,447.62,2,5,4,Yes
100082,65,Male,North,Email,B,282.58,5,10,1,No
100083,32,Male,South,Direct Mail,B,266.19,1,14,4,No
100084,25,Male,North,Email,B,388.38,2,8,4,No
100085,31,Female,West,Social Media,A,305.11,7,13,2,No
100086,40,Female,West,Direct Mail,C,364.95,2,7,3,No
100087,57,Female,South,Direct Mail,A,410.6,5,14,3,No
100088,38,Female,North,Direct Mail,B,156.97,4,14,4,No
100089,33,Male,East,Email,D,297.18,2,14,2,No
100090,62,Male,West,Email,B,282.76,2,13,2,No
100091,35,Male,North,Social Media,C,227.83,1,12,1,No
100092,64,Male,North,SEO,A,156.1,0,7,0,No
100093,41,Female,North,SEO,C,180.64,2,6,1,Yes
100094,43,Female,South,Email,D,307.83,3,10,1,No
100095,42,Male,East,Direct Mail,C,259.95,3,8,1,No
100096,62,Male,South,SEO,A,239.86,2,8,0,No
100097,58,Female,West,SEO,D,307.08,3,4,2,Yes
100098,46,Female,South,Email,C,248.09,2,13,2,No
100099,32,Male,North,Social Media,A,396.76,5,17,3,Yes
100100,62,Female,South,Email,A,253.43,2,8,3,No
100101,18,Female,North,Email,B,412.9,3,13,4,No
100102,42,Male,East,Direct Mail,C,297.75,1,6,4,No
100103,24,Male,South,Email,D,251.11,4,9,4,No
100104,26,Female,South,Direct Mail,B,245.66,0,10,3,Yes
100105,41,Female,South,Social Media,C,413.53,1,11,3,No
100106,18,Female,North,Direct Mail,C,352.19,6,7,1,Yes
100107,61,Male,North,Social Media,D,243.04,3,17,2,No
100108,25,Male,South,Social Media,B,308.93,4,12,3,No
100109,41,Female,South,Social Media,B,123.1,5,9,0,Yes
100110,28,Female,East,Email,D,200.13,8,11,1,Yes
100111,68,Male,East,Direct Mail,B,243.73,7,11,0,No
100112,34,Female,West,SEO,A,241.89,3,11,0,No
100113,25,Female,East,Email,D,390.98,3,15,2,No
100114,52,Female,East,Social Media,C,156.44,1,18,0,No
100115,52,Female,East,SEO,D,192.91,7,11,0,No
100116,50,Female,North,Email,A,333.93,8,15,0,Yes
100117,22,Male,East,SEO,D,317.27,1,6,0,Yes
100118,59,Female,East,Social Media,C,273.77,5,8,1,No
100119,56,Male,South,SEO,C,453.94,3,13,1,Yes
100120,58,Female,North,SEO,D,346.31,5,13,2,No
100121,45,Male,West,Social Media,D,391.71,2,13,2,No
100122,24,Female,West,SEO,A,296.19,3,11,0,No
100123,26,Male,East,Email,A,259.23,4,5,4,No
100124,25,Male,West,SEO,C,260.09,6,13,0,No
100125,29,Male,West,Direct Mail,B,369.57,1,11,0,No
100126,51,Male,West,Email,B,357.96,7,5,2,No
100127,50,Female,East,SEO,B,283.6,3,10,3,No
100128,65,Female,West,Direct Mail,B,335.37,4,11,2,No
100129,40,Female,East,Direct Mail,C,372.2,6,8,1,Yes
100130,41,Male,South,Direct Mail,B,257.71,2,9,2,No
100131,54,Male,South,SEO,B,274.25,0,9,3,No
100132,52,Male,West,Social Media,D,333.5,1,12,0,No
100133,61,Male,South,Direct Mail,B,165.85,4,11,3,No
100134,57,Female,East,Social Media,D,334.92,3,9,2,No
100135,39,Male,South,Email,C,215.62,3,9,4,No
100136,44,Male,West,Social Media,D,370.62,4,9,1,No
100137,52,Male,East,Social Media,A,461.08,5,10,3,No
100138,18,Male,North,Social Media,D,247.71,1,6,2,No
100139,52,Female,East,Social Media,B,198.78,7,7,0,Yes
100140,54,Female,South,Social Media,D,286.51,6,13,2,No
100141,64,Male,North,Email,D,280.11,2,11,0,Yes
100142,31,Male,East,Email,C,349.55,3,12,4,No
100143,20,Male,North,Social Media,C,317.55,4,10,1,No
100144,18,Male,North,Social Media,B,277.78,1,11,3,Yes
100145,22,Male,North,Direct Mail,A,306.8,4,5,2,No
100146,43,Female,East,Email,A,215.84,7,15,2,No
100147,31,Female,South,SEO,D,362.19,1,4,3,No
100148,56,Female,East,Email,A,421.35,3,9,0,No
100149,44,Male,South,SEO,C,210.18,1,9,1,Yes
100150,26,Male,East,Direct Mail,B,181.56,4,8,4,No
100151,32,Female,East,Social Media,B,269.84,4,14,3,No
100152,32,Female,East,Direct Mail,C,208.39,2,11,1,No
100153,43,Female,South,Social Media,B,204.28,6,9,2,Yes
100154,59,Male,East,Email,D,194.85,3,16,1,No
100155,30,Female,North,Social Media,B,285.48,4,12,4,Yes
100156,68,Male,East,SEO,A,269.14,2,9,1,No
100157,49,Female,North,SEO,B,327.99,5,11,2,No
100158,56,Female,West,Direct Mail,B,257.77,3,9,4,No
100159,66,Female,West,Email,C,208.75,4,10,4,No
100160,69,Male,South,SEO,C,298.73,3,13,4,No
100161,49,Female,South,Direct Mail,A,220.61,3,5,2,Yes
100162,21,Male,West,Email,C,338.41,6,13,0,Yes
100163,47,Male,East,Email,A,175.03,1,6,2,No
100164,54,Male,East,Direct Mail,D,137.63,4,7,0,No
100165,40,Female,East,SEO,A,179.27,1,11,0,No
100166,56,Male,West,SEO,B,268.63,1,7,2,No
100167,62,Male,North,Direct Mail,A,278.47,4,9,1,No
100168,32,Female,South,SEO,D,310.27,3,9,2,No
100169,60,Male,North,Direct Mail,B,257.65,1,14,4,No
100170,46,Female,West,SEO,A,236.51,2,9,1,Yes
100171,53,Male,North,SEO,C,407.5,2,12,3,No
100172,30,Male,East,Direct Mail,C,387.67,2,9,3,No
100173,49,Female,East,Direct Mail,C,373.97,3,11,3,No
100174,24,Male,North,SEO,A,323.17,4,8,4,Yes
100175,68,Male,West,Direct Mail,A,329.14,7,10,4,No
100176,39,Female,North,SEO,D,239.61,2,13,0,No
100177,45,Female,East,Social Media,B,310.83,7,4,4,Yes
100178,19,Female,East,Email,B,229.51,0,8,0,No
100179,59,Male,West,Email,B,221.0,3,8,3,Yes
100180,62,Male,North,SEO,B,178.69,6,3,2,No
100181,23,Female,East,Email,A,330.46,2,5,2,No
100182,45,Female,East,SEO,A,312.28,1,10,4,No
100183,45,Female,North,Direct Mail,D,277.28,2,16,3,No
100184,61,Female,North,Social Media,B,267.46,6,16,3,No
100185,61,Female,South,Email,A,162.74,3,11,0,No
100186,37,Female,West,Email,A,319.23,2,13,0,No
100187,47,Male,West,Direct Mail,A,276.33,6,17,3,No
100188,28,Female,North,Social Media,A,367.2,3,7,4,Yes
100189,45,Male,West,Social Media,B,310.97,1,9,4,Yes
100190,42,Male,East,Social Media,B,352.93,3,12,3,No
100191,56,Female,North,Direct Mail,A,299.46,4,12,2,No
100192,50,Female,North,Email,C,313.63,5,9,2,No
100193,18,Male,North,Email,D,369.83,5,10,0,No
100194,44,Male,South,Social Media,B,285.57,1,6,3,Yes
100195,69,Male,West,Direct Mail,B,335.39,2,7,2,No
100196,30,Female,South,Direct Mail,C,266.74,7,8,4,No
100197,58,Female,East,Direct Mail,B,290.17,3,8,1,No
100198,20,Male,West,Social Media,C,419.51,3,12,1,No
100199,56,Male,South,Direct Mail,C,348.04,2,9,3,Yes
100200,23,Female,North,Social Media,A,259.39,2,7,0,No
100201,25,Male,South,Social Media,B,331.72,2,8,1,Yes
100202,44,Female,North,Social Media,D,204.0,4,11,4,Yes
100203,26,Other,South,SEO,C,283.41,6,13,4,Yes
100204,54,Male,South,Social Media,D,228.49,10,10,4,No
100205,50,Female,South,Direct Mail,A,333.89,3,14,1,No
100206,68,Male,North,SEO,B,285.83,3,11,2,No
100207,59,Male,South,Email,A,321.26,2,10,4,Yes
100208,61,Female,West,Email,A,358.06,2,3,0,No
100209,41,Male,West,Direct Mail,D,265.48,6,6,3,No
100210,32,Other,West,Direct Mail,D,268.16,1,16,3,Yes
100211,49,Female,North,Direct Mail,C,297.22,4,8,3,No
100212,49,Male,North,Direct Mail,B,235.46,6,13,2,No
100213,41,Male,West,SEO,A,299.16,2,10,3,No
100214,58,Male,West,Direct Mail,C,303.12,3,15,3,No
100215,69,Male,West,Social Media,C,317.17,1,8,1,Yes
100216,66,Male,East,Email,A,331.47,5,10,2,No
100217,66,Male,West,Direct Mail,A,179.77,1,12,2,Yes
100218,69,Male,South,Social Media,C,203.62,3,16,1,No
100219,29,Female,East,Direct Mail,A,212.46,3,5,0,Yes
100220,56,Female,East,Social Media,A,306.95,4,11,3,Yes
100221,19,Female,North,SEO,D,278.67,2,13,0,No
100222,20,Male,South,Email,B,129.92,2,10,1,No
100223,66,Male,North,Email,C,446.03,4,9,1,No
100224,54,Female,North,SEO,A,150.83,0,10,1,Yes
100225,66,Female,South,Social Media,C,302.28,3,10,1,No
100226,34,Male,North,Direct Mail,B,342.25,3,3,4,Yes
100227,66,Female,South,Social Media,C,246.02,7,8,1,No
100228,19,Female,South,Email,C,348.0,3,12,0,No
100229,19,Female,North,SEO,C,224.39,2,16,1,No
100230,45,Male,West,SEO,D,312.83,2,10,0,No
100231,40,Female,North,Social Media,B,136.46,1,12,1,No
100232,54,Female,East,Social Media,B,387.99,1,12,1,No
100233,49,Female,North,SEO,C,300.07,3,13,4,No
100234,50,Female,South,Email,C,180.4,2,7,1,No
100235,18,Female,East,Direct Mail,B,347.16,3,9,3,No
100236,36,Female,South,Direct Mail,A,422.41,6,8,4,No
100237,19,Male,West,Social Media,D,230.52,2,13,4,No
100238,61,Female,West,SEO,B,284.23,3,9,3,No
100239,43,Female,East,SEO,C,261.39,2,8,4,Yes
100240,49,Female,West,SEO,A,242.23,3,7,1,Yes
100241,23,Male,West,Email,A,234.33,1,11,3,No
100242,49,Male,North,Social Media,A,251.52,1,9,1,No
100243,21,Female,North,Social Media,D,255.57,1,11,4,No
100244,28,Female,West,Social Media,D,273.27,1,8,2,No
100245,34,Female,West,Email,B,267.82,3,10,3,No
100246,55,Female,North,Social Media,B,357.09,6,14,0,Yes
100247,41,Female,West,Direct Mail,B,350.39,5,10,4,No
100248,22,Female,West,Social Media,B,184.99,3,14,2,No
100249,69,Female,South,Social Media,C,255.48,3,16,4,No
100250,51,Female,West,Social Media,D,393.79,4,11,1,No
100251,23,Female,East,Email,A,322.05,2,8,1,No
100252,39,Male,South,Direct Mail,C,325.09,3,10,1,Yes
100253,28,Male,East,Direct Mail,B,317.92,5,5,2,Yes
100254,65,Female,West,SEO,B,280.38,6,12,1,No
100255,33,Male,North,SEO,C,296.92,1,16,4,Yes
100256,50,Male,South,Direct Mail,A,269.71,4,11,4,No
100257,26,Male,North,Social Media,D,364.18,3,12,4,No
100258,23,Male,South,Social Media,D,270.39,4,15,3,No
100259,33,Male,North,Social Media,A,291.53,2,11,4,No
100260,46,Male,South,Email,D,355.15,5,7,1,No
100261,20,Female,South,Social Media,B,275.42,1,6,3,No
100262,37,Female,East,Email,B,294.7,4,4,3,No
100263,53,Male,North,Direct Mail,B,273.14,5,15,3,Yes
100264,36,Male,East,Social Media,B,293.3,1,12,3,No
100265,43,Female,East,Social Media,A,275.68,1,6,2,Yes
100266,20,Male,North,SEO,D,259.81,4,12,4,Yes
100267,36,Female,South,Direct Mail,D,246.9,1,11,2,No
100268,37,Female,East,Social Media,C,287.07,4,9,0,No
100269,49,Female,North,Email,A,376.37,3,9,2,No
100270,24,Male,South,Direct Mail,D,346.78,4,10,3,Yes
100271,69,Female,East,SEO,D,181.56,5,6,4,Yes
100272,58,Male,East,Direct Mail,C,267.81,4,4,4,No
100273,50,Female,East,Email,B,252.12,3,7,1,No
100274,57,Female,South,SEO,D,182.83,5,7,2,Yes
100275,56,Male,East,Email,B,320.65,6,8,4,Yes
100276,35,Male,South,Direct Mail,C,292.79,4,8,0,No
100277,57,Male,West,SEO,D,451.72,2,7,0,No
100278,18,Female,East,Email,B,274.95,1,4,2,Yes
100279,28,Male,West,Direct Mail,A,241.79,1,14,1,No
100280,45,Female,North,Email,B,234.53,1,10,0,No
100281,42,Male,East,Social Media,B,266.13,2,14,1,No
100282,67,Female,North,Direct Mail,B,344.27,2,9,2,No
100283,40,Female,North,SEO,B,352.87,3,6,4,No
100284,48,Female,North,SEO,A,519.46,5,13,1,No
100285,47,Female,West,Social Media,C,209.51,4,10,0,No
100286,59,Male,South,Email,B,306.47,2,14,1,No
100287,52,Male,West,Email,B,248.68,4,11,4,Yes
100288,24,Female,West,SEO,D,326.29,3,7,4,No
100289,33,Male,North,Email,D,403.74,1,8,0,No
100290,43,Male,East,Direct Mail,A,364.66,2,10,1,No
100291,65,Male,South,Direct Mail,A,209.43,1,5,1,No
100292,69,Male,North,SEO,A,351.35,3,10,3,No
100293,66,Male,South,Direct Mail,D,141.5,4,11,0,Yes
100294,19,Female,West,SEO,B,121.51,7,9,1,No
100295,18,Male,South,Email,D,281.32,4,8,2,No
100296,65,Female,South,Email,C,345.8,2,9,3,No
100297,29,Male,East,Email,A,326.11,2,7,0,No
100298,22,Female,North,Social Media,A,442.93,3,10,4,No
100299,54,Male,South,SEO,A,308.2,3,10,0,Yes
100300,49,Female,South,Direct Mail,C,291.99,1,11,2,No
100301,26,Female,West,Email,B,386.64,3,10,2,No
100302,58,Male,West,Social Media,B,271.94,3,7,4,Yes
100303,52,Female,South,Direct Mail,B,329.16,3,11,4,No
100304,36,Other,North,Direct Mail,A,333.67,3,12,4,Yes
100305,65,Female,South,Direct Mail,B,227.12,3,8,3,No
100306,33,Female,South,Email,D,329.06,5,14,2,No
100307,20,Male,East,Direct Mail,A,463.88,3,11,4,No
100308,37,Female,North,SEO,C,385.25,2,10,2,No
100309,41,Male,East,Social Media,C,237.05,4,12,3,No
100310,50,Male,North,Direct Mail,B,475.4,3,10,3,No
100311,41,Other,North,Direct Mail,A,351.7,1,13,2,No
100312,69,Male,North,SEO,D,331.82,1,13,4,Yes
100313,28,Female,East,Direct Mail,D,292.71,4,16,0,No
100314,66,Female,East,Email,A,351.2,3,5,1,No
100315,25,Female,East,Email,B,308.38,2,13,2,No
100316,53,Other,West,Email,C,301.47,5,10,3,No
100317,55,Male,East,Direct Mail,C,290.02,7,9,4,No
100318,57,Male,West,Social Media,D,373.03,1,10,1,No
100319,37,Male,West,Social Media,D,364.72,4,10,2,No
100320,52,Male,West,Direct Mail,D,288.8,2,9,0,No
100321,65,Male,South,Social Media,C,186.08,3,11,0,No
100322,42,Male,South,Social Media,D,302.7,2,9,3,No
100323,52,Female,South,Direct Mail,C,246.16,0,9,3,No
100324,42,Female,West,Email,C,264.48,3,11,3,Yes
100325,46,Male,West,Direct Mail,B,290.64,4,10,2,No
100326,35,Female,North,Email,B,220.48,0,12,0,No
100327,63,Male,West,Email,B,179.23,0,7,0,No
100328,35,Male,South,Social Media,D,321.9,1,13,3,No
100329,19,Female,West,Social Media,C,302.01,3,9,3,No
100330,52,Female,West,Email,D,299.14,1,6,4,No
100331,33,Female,North,Email,C,338.31,2,12,0,No
100332,58,Male,West,Social Media,B,250.53,5,8,3,No
100333,53,Female,East,SEO,B,324.94,3,10,3,Yes
100334,50,Female,North,Email,D,400.31,5,15,3,No
100335,21,Female,West,Email,C,280.9,3,11,4,No
100336,50,Female,West,Email,D,442.45,5,10,0,No
100337,31,Female,North,Social Media,A,303.75,4,8,0,No
100338,38,Female,West,Direct Mail,D,236.07,7,8,0,No
100339,65,Female,South,Email,B,363.73,2,12,4,Yes
100340,37,Other,East,Email,C,291.56,4,13,2,No
100341,25,Female,East,Email,C,378.94,2,9,4,No
100342,24,Male,South,Direct Mail,D,331.0,3,10,1,No
100343,20,Female,West,Direct Mail,B,275.41,2,9,4,No
100344,34,Male,West,Email,A,414.08,1,11,1,No
100345,50,Male,East,Email,D,262.55,8,10,3,No
100346,65,Female,West,SEO,C,137.58,2,12,1,Yes
100347,29,Female,East,Direct Mail,B,366.04,1,9,4,No
100348,68,Female,East,SEO,C,326.24,5,7,2,No
100349,39,Male,South,Email,C,396.28,3,11,0,No
100350,39,Female,East,Email,C,233.87,1,8,4,No
100351,63,Male,West,Email,C,281.46,1,15,0,No
100352,47,Other,West,Email,A,273.0,3,8,1,Yes
100353,55,Other,North,Social Media,B,370.03,5,8,3,No
100354,55,Female,West,Social Media,D,348.81,1,10,3,No
100355,62,Female,North,Social Media,B,316.11,1,7,4,Yes
100356,68,Female,East,SEO,B,316.59,4,12,1,No
100357,25,Female,West,Direct Mail,B,213.68,5,9,1,No
100358,44,Male,South,Email,D,357.65,5,9,0,No
100359,44,Male,South,Direct Mail,B,359.18,6,11,1,No
100360,51,Female,South,Social Media,D,471.83,4,5,2,No
100361,38,Female,East,Email,D,335.31,0,10,3,No
100362,47,Male,East,Email,A,347.43,2,8,2,No
100363,50,Female,North,SEO,C,335.82,3,10,2,No
100364,45,Male,South,Direct Mail,D,247.75,5,11,0,No
100365,64,Female,North,SEO,C,393.71,1,5,1,No
100366,50,Female,North,Social Media,B,295.82,4,8,0,No
100367,22,Female,West,Direct Mail,C,285.53,3,7,3,Yes
100368,65,Female,West,Social Media,C,289.89,3,8,0,No
100369,36,Male,South,SEO,C,295.05,7,9,2,No
100370,21,Male,East,SEO,B,263.52,5,10,0,Yes
100371,52,Female,West,Email,B,316.14,1,10,1,No
100372,66,Female,East,Direct Mail,D,292.75,3,7,0,No
100373,34,Male,North,Direct Mail,D,286.37,5,10,1,Yes
100374,61,Female,North,Email,A,336.74,5,8,2,Yes
100375,45,Male,North,Direct Mail,B,305.68,6,8,1,Yes
100376,47,Female,North,Social Media,A,258.44,2,17,1,No
100377,46,Female,South,Social Media,B,242.73,4,12,1,No
100378,63,Male,North,SEO,C,307.38,6,12,1,No
100379,23,Male,West,Social Media,A,244.0,1,7,3,No
100380,52,Female,North,Direct Mail,A,238.6,1,12,4,No
100381,58,Female,East,Email,A,239.66,1,10,3,No
100382,54,Female,West,SEO,B,319.12,3,5,0,Yes
100383,41,Female,East,Email,D,389.52,4,8,3,No
100384,46,Female,East,SEO,A,326.08,2,7,3,No
100385,66,Other,South,SEO,D,366.51,2,11,1,No
100386,63,Female,South,Email,B,294.77,3,6,0,No
100387,48,Female,East,Social Media,A,310.67,5,13,0,Yes
100388,52,Male,East,Social Media,B,423.97,5,7,2,No
100389,50,Male,North,Social Media,D,362.15,2,6,1,Yes
100390,69,Female,West,Social Media,D,370.28,5,12,3,No
100391,38,Male,North,Email,A,280.18,1,10,2,No
100392,49,Female,South,Direct Mail,D,299.6,1,7,2,No
100393,40,Female,South,SEO,C,330.42,4,8,3,No
100394,50,Female,North,Email,C,254.52,3,11,0,No
100395,20,Male,West,Social Media,A,122.76,4,11,1,No
100396,35,Male,East,Social Media,B,329.74,4,10,1,Yes
100397,42,Male,North,Email,B,372.1,5,9,3,No
100398,59,Male,South,SEO,B,304.14,0,4,1,Yes
100399,48,Male,West,Email,C,255.31,6,6,4,No
100400,20,Female,South,Email,D,275.2,3,18,2,No
100401,57,Female,West,Direct Mail,C,147.88,4,9,2,No
100402,63,Female,West,Email,D,275.01,1,11,4,Yes
100403,41,Female,West,Direct Mail,C,216.37,1,11,1,No
100404,67,Male,North,SEO,B,247.53,3,9,0,No
100405,49,Female,North,Email,B,212.57,6,4,4,No
100406,64,Female,North,Email,B,203.93,6,7,4,No
100407,39,Male,West,Social Media,A,224.69,2,13,2,No
100408,40,Female,West,Email,A,347.46,7,15,0,No
100409,19,Male,South,Social Media,D,261.77,1,13,0,No
100410,44,Female,East,Social Media,A,216.91,2,8,1,No
100411,59,Other,North,Social Media,C,356.55,4,11,0,Yes
100412,19,Male,West,SEO,C,309.67,3,10,1,No
100413,43,Female,South,Direct Mail,D,122.73,7,10,3,Yes
100414,34,Female,South,Social Media,D,374.67,2,17,4,No
100415,57,Other,South,Email,B,305.41,1,8,4,No
100416,50,Male,North,Email,A,357.78,1,11,1,No
100417,26,Female,North,Social Media,B,283.11,6,13,1,No
100418,60,Male,East,Social Media,A,420.35,1,14,1,No
100419,65,Male,South,Email,A,271.36,1,7,4,No
100420,56,Male,North,Social Media,D,102.31,1,7,1,No
100421,46,Other,South,Direct Mail,B,233.3,3,6,4,Yes
100422,59,Female,West,Direct Mail,B,337.66,4,10,4,Yes
100423,43,Female,South,SEO,A,311.93,2,12,2,Yes
100424,52,Female,East,Social Media,A,290.81,3,10,2,Yes
100425,67,Male,North,SEO,D,226.02,4,3,3,Yes
100426,42,Male,West,SEO,C,301.38,3,8,3,No
100427,41,Male,North,SEO,B,298.92,3,11,0,No
100428,30,Male,West,Social Media,B,298.15,2,14,1,No
100429,24,Male,South,SEO,D,340.33,3,6,4,No
100430,53,Male,South,Direct Mail,D,313.63,4,8,0,No
100431,62,Male,East,SEO,B,281.08,3,4,2,Yes
100432,37,Male,East,Direct Mail,B,224.81,3,15,4,Yes
100433,18,Male,West,Direct Mail,A,402.0,2,15,0,No
100434,25,Male,East,Social Media,C,448.62,4,12,2,No
100435,63,Other,East,SEO,B,430.82,4,14,3,No
100436,33,Female,East,Social Media,D,352.43,2,11,1,No
100437,31,Other,East,Direct Mail,A,174.37,6,13,1,No
100438,29,Male,South,Email,A,165.2,1,6,0,No
100439,68,Male,East,SEO,D,258.87,3,8,2,No
100440,40,Female,South,Social Media,D,295.89,3,11,0,No
100441,32,Male,South,Email,A,292.81,4,9,2,No
100442,45,Male,North,SEO,D,314.53,4,6,2,No
100443,51,Male,South,SEO,A,195.57,6,8,1,Yes
100444,19,Male,South,Social Media,D,420.56,1,14,3,Yes
100445,49,Male,East,Email,A,412.89,4,7,3,No
100446,40,Male,South,Social Media,B,201.65,2,6,4,Yes
100447,39,Female,West,SEO,B,160.38,4,9,2,No
100448,68,Male,East,SEO,D,293.27,5,9,1,No
100449,42,Male,East,Direct Mail,C,394.66,4,16,2,Yes
100450,39,Female,East,SEO,B,297.59,2,8,4,No
100451,39,Male,North,SEO,A,319.5,5,10,1,No
100452,66,Male,East,Email,C,267.02,2,12,2,No
100453,69,Female,South,Email,A,310.97,5,10,3,No
100454,59,Male,West,Direct Mail,A,370.84,1,9,3,No
100455,23,Male,East,Direct Mail,B,330.91,2,6,4,No
100456,32,Female,East,Direct Mail,D,343.16,4,6,3,No
100457,60,Male,West,Social Media,D,175.26,2,13,2,No
100458,54,Female,East,Social Media,A,460.37,3,14,4,No
100459,50,Female,North,Direct Mail,B,176.16,1,12,0,Yes
100460,25,Male,South,Social Media,A,311.73,4,5,4,Yes
100461,61,Female,West,SEO,C,288.72,1,12,3,No
100462,61,Female,West,Direct Mail,A,291.98,2,7,1,No
100463,22,Male,North,Direct Mail,B,365.24,0,10,4,No
100464,56,Female,South,Social Media,A,246.91,1,9,2,No
100465,21,Male,North,Email,B,267.55,3,10,4,No
100466,23,Female,South,Direct Mail,D,214.0,4,10,3,No
100467,62,Male,North,Social Media,B,384.16,0,9,4,Yes
100468,49,Male,East,Social Media,C,319.96,8,12,2,Yes
100469,69,Male,North,Email,B,347.79,3,13,2,No
100470,47,Female,West,Direct Mail,C,360.9,3,8,3,Yes
100471,64,Male,West,Email,C,449.36,3,8,2,No
100472,52,Male,West,SEO,A,436.27,1,14,3,No
100473,57,Male,North,Email,C,324.23,4,9,4,No
